inst_id	rna_plate	rna_well	pert_id	pert_iname	pert_type	pert_dose	pert_dose_unit	pert_time	pert_time_unit	cell_id	distil_id	pert_desc
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:P17	KDA001_MCF7_96H_X1	P17	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:P17	pgw
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:P18	KDA001_MCF7_96H_X1	P18	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:P18	pgw
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:P19	KDA001_MCF7_96H_X1	P19	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:P19	pgw
KDA001_MCF7_96H_X1_B1_DUO45HI44LO:P20	KDA001_MCF7_96H_X1	P20	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X1_B1_DUO45HI44LO:P20	pgw
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:O17	KDA001_MCF7_96H_X2	O17	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:O17	pgw
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:O18	KDA001_MCF7_96H_X2	O18	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:O18	pgw
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:O19	KDA001_MCF7_96H_X2	O19	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:O19	pgw
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:O20	KDA001_MCF7_96H_X2	O20	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:O20	pgw
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:P17	KDA001_MCF7_96H_X2	P17	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:P17	pgw
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:P18	KDA001_MCF7_96H_X2	P18	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:P18	pgw
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:P19	KDA001_MCF7_96H_X2	P19	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:P19	pgw
KDA001_MCF7_96H_X2_B1_DUO44HI45LO:P20	KDA001_MCF7_96H_X2	P20	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X2_B1_DUO44HI45LO:P20	pgw
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:O17	KDA001_MCF7_96H_X3	O17	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:O17	pgw
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:O18	KDA001_MCF7_96H_X3	O18	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:O18	pgw
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:O19	KDA001_MCF7_96H_X3	O19	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:O19	pgw
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:O20	KDA001_MCF7_96H_X3	O20	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:O20	pgw
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:P17	KDA001_MCF7_96H_X3	P17	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:P17	pgw
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:P18	KDA001_MCF7_96H_X3	P18	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:P18	pgw
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:P19	KDA001_MCF7_96H_X3	P19	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:P19	pgw
KDA001_MCF7_96H_X3_B1_DUO45HI44LO:P20	KDA001_MCF7_96H_X3	P20	TRCN0000145620	pgw	ctl_vector	-666	-666	96	h	MCF7	KDA001_MCF7_96H_X3_B1_DUO45HI44LO:P20	pgw
